situacao_na_venda,val_avaliacao,segmento,UF,Tipo_de_imovel,dias_ate_ser_vendido
1,209000.0,0,18,1,1647
1,209000.0,0,18,0,177
1,209000.0,0,15,1,240
1,209000.0,0,5,1,120
1,209000.0,0,7,0,151
1,209000.0,0,25,1,214
1,209017.07,0,18,0,311
1,209050.0,0,8,1,77
1,242000.0,1,23,0,92
1,242000.0,1,18,1,1645
1,242000.0,1,23,1,193
1,237000.0,2,18,1,169
1,209500.0,0,25,0,183
1,242600.0,1,25,0,122
1,209689.3,0,18,0,88
0,201000.0,2,25,0,189
1,210000.0,0,18,0,80
1,210000.0,0,22,1,123
1,243000.0,1,10,0,179
1,243000.0,1,25,0,121
1,238028.0,2,18,1,1649
1,210535.24,0,18,1,1485
0,216000.0,1,25,0,79
0,216000.0,1,22,1,120
0,186000.0,0,8,6,1618
0,186000.0,0,8,6,1618
0,186000.0,0,22,1,175
0,186000.0,0,11,11,158
0,186000.0,0,25,0,245
0,186000.0,0,18,0,130
1,210956.07,0,17,0,1585
1,211000.0,0,10,1,563
1,211000.0,0,18,0,95
1,211000.0,0,9,1,598
1,211000.0,0,5,1,120
1,211000.0,0,18,0,144
1,211000.0,0,18,1,142
1,211000.0,0,25,0,156
1,211000.0,0,25,1,191
1,211000.0,0,15,0,73
1,211000.0,0,5,0,112
1,211000.0,0,13,1,1592
1,211000.0,0,7,6,1417
1,211000.0,0,18,1,1695
1,211000.0,0,24,1,1779
1,211000.0,0,4,1,1710
1,211000.0,0,25,1,177
1,211000.0,0,18,1,121
1,211000.0,0,17,0,1617
1,211000.0,0,18,0,148
1,211000.0,0,18,1,1570
1,211000.0,0,18,0,403
1,211000.0,0,8,1,1556
1,239000.0,2,10,0,1375
1,211325.26,0,18,1,1043
1,211425.36,0,18,1,164
1,239600.0,2,10,1,1647
1,245000.0,1,10,1,154
0,203000.0,2,22,1,134
1,240000.0,2,18,1,193
1,212000.0,0,18,9,176
1,212000.0,0,25,1,116
1,212000.0,0,13,1,1816
0,187000.0,0,22,0,154
1,246000.0,1,25,0,196
1,241000.0,2,25,0,1807
1,241000.0,2,25,1,1528
1,241000.0,2,18,0,126
1,241000.0,2,8,0,113
1,241000.0,2,18,0,126
1,241000.0,2,18,1,1374
1,212819.14,0,17,0,1333
1,212983.2,0,25,1,1690
1,213000.0,0,7,0,162
1,213000.0,0,15,1,155
1,213000.0,0,25,0,1432
1,213000.0,0,9,1,1757
1,213435.65,0,17,1,1620
1,242000.0,2,18,0,122
1,242000.0,2,17,1,218
0,219000.0,1,10,0,319
1,213780.78,0,18,0,1704
1,213785.4,0,25,1,74
0,205000.0,2,18,0,1661
1,214000.0,0,18,0,98
1,214000.0,0,18,6,1736
1,214000.0,0,10,0,137
1,214000.0,0,17,1,122
1,214000.0,0,4,11,1775
1,214000.0,0,8,1,1743
1,214108.17,0,18,1,193
0,205213.73,2,18,0,112
1,214287.14,0,18,0,172
0,189000.0,0,10,11,1564
1,248000.0,1,18,0,101
1,214365.25,0,17,1,193
1,214457.0,0,18,1,1530
0,220000.0,1,23,1,122
0,206000.0,2,25,0,1375
1,215000.0,0,18,1,1638
1,215000.0,0,18,0,123
1,215000.0,0,10,0,114
1,215000.0,0,11,1,1523
1,215000.0,0,10,1,1520
1,215171.22,0,18,0,126
1,244000.0,2,22,0,1681
1,244000.0,2,18,1,192
1,244000.0,2,25,0,162
1,249430.0,1,25,1,151
1,249500.0,1,22,0,191
0,221000.0,1,22,0,155
0,221000.0,1,22,0,183
0,221173.04,1,10,0,148
1,216000.0,0,25,0,1746
1,216000.0,0,25,1,106
1,216000.0,0,10,1,1766
1,216000.0,0,5,1,129
1,216000.0,0,22,1,1771
1,216000.0,0,18,1,120
1,216000.0,0,25,1,182
1,216000.0,0,15,0,106
1,216000.0,0,17,0,1617
0,191000.0,0,5,1,185
0,191000.0,0,25,1,562
0,191000.0,0,10,0,147
1,216583.78,0,17,0,786
1,216685.0,0,18,0,732
1,245507.92,2,17,0,116
1,251000.0,1,18,1,121
1,251000.0,1,10,1,108
1,251000.0,1,23,0,287
1,217000.0,0,17,0,190
1,217000.0,0,18,0,150
1,217000.0,0,17,0,1617
1,217000.0,0,18,0,155
1,217000.0,0,18,0,63
1,217000.0,0,22,0,121
1,217000.01,0,13,1,1437
0,208000.0,2,25,1,154
1,246000.0,2,25,1,217
1,246000.0,2,5,1,364
1,246000.0,2,18,1,1374
0,208244.23,2,25,0,121
0,191733.54,0,18,1,165
1,217732.1,0,18,1,77
1,252000.0,1,18,0,64
1,252000.0,1,25,1,140
1,252069.24,1,18,1,66
1,218000.0,0,25,1,196
1,218000.0,0,18,0,1823
1,218000.0,0,19,1,1704
1,218000.0,0,19,1,1774
1,218000.0,0,18,0,121
1,218000.0,0,22,1,176
1,218000.0,0,18,1,133
0,223500.0,1,25,0,169
1,252500.0,1,25,0,340
0,209119.47,2,25,0,1675
1,218258.64,0,18,1,1731
1,253000.0,1,25,0,93
0,193000.0,0,22,0,121
0,193000.0,0,8,0,204
1,248000.0,2,18,0,148
1,219000.0,0,17,0,1617
1,219000.0,0,10,0,129
1,219000.0,0,22,1,143
1,219000.0,0,22,1,141
1,219200.0,0,18,0,123
1,248522.92,2,25,1,67
0,225000.0,1,10,0,155
0,225100.0,1,25,0,171
1,219800.0,0,12,1,1374
1,220000.0,0,25,0,148
1,220000.0,0,18,0,1612
1,220000.0,0,18,1,1558
1,220000.0,0,17,0,1618
1,220000.0,0,18,1,130
0,194000.0,0,17,1,185
0,194000.0,0,9,1,106
0,194000.0,0,22,1,126
1,220156.99,0,18,0,1802
1,249500.0,2,22,1,151
1,249539.45,2,25,1,133
1,250000.0,2,22,1,88
1,250164.62,2,25,1,493
1,255700.0,1,25,1,79
1,221000.0,0,18,1,102
1,221000.0,0,10,0,126
1,221000.0,0,18,0,74
1,221000.0,0,17,1,107
1,221000.0,0,25,0,137
1,221000.0,0,18,1,135
1,221000.0,0,3,1,1555
1,221000.0,0,23,0,1732
1,221000.0,0,25,0,185
1,221000.0,0,22,0,151
1,221000.0,0,25,0,213
1,221000.0,0,18,9,1519
1,221000.0,0,22,0,120
1,221000.0,0,18,1,1554
1,221000.0,0,10,0,182
1,221000.0,0,18,1,399
1,221100.0,0,18,0,1526
0,195000.0,0,10,11,98
1,256000.0,1,17,1,269
1,256000.0,1,25,0,147
1,256000.0,1,25,1,171
1,256000.0,1,23,0,101
1,221450.0,0,18,1,275
1,221500.0,0,11,1,1331
1,251000.0,2,17,1,184
1,251000.0,2,25,0,620
1,251000.0,2,22,1,105
1,251000.0,2,10,1,1663
1,251000.0,2,17,1,1718
1,251000.0,2,25,0,182
1,222000.0,0,18,0,114
1,222000.0,0,18,1,140
1,222000.0,0,2,0,1536
1,222000.0,0,25,0,1752
1,257000.0,1,18,1,77
1,257000.0,1,25,0,252
1,257236.67,1,25,0,65
0,213000.0,2,25,1,155
0,228000.0,1,25,0,213
1,257800.0,1,11,1,129
1,222811.69,0,19,1,1331
1,223000.0,0,18,1,198
1,223000.0,0,6,0,1564
1,223000.0,0,5,1,1604
1,223000.0,0,25,1,94
1,223000.0,0,26,0,1304
1,223000.0,0,9,1,98
1,252742.0,2,5,1,151
1,253000.0,2,6,1,1806
1,253000.0,2,25,0,1374
0,197000.0,0,8,1,856
0,197000.0,0,18,0,206
1,223448.92,0,18,1,1582
1,259000.0,1,25,0,198
1,223900.0,0,18,1,128
1,223967.71,0,18,1,1555
1,224000.0,0,4,0,1739
1,224000.0,0,5,1,102
1,224000.0,0,17,0,1618
1,254000.0,2,18,1,196
0,230000.0,1,17,1,340
1,260107.0,1,25,1,1652
1,225000.0,0,25,0,1582
1,225000.0,0,17,1,553
1,225000.0,0,25,1,88
1,225195.19,0,18,1,1271
0,231000.0,1,25,1,113
0,231000.0,1,10,0,119
0,231000.0,1,10,0,142
1,261000.0,1,25,0,154
1,261000.0,1,22,0,189
1,261000.0,1,22,0,99
1,261000.0,1,18,1,1414
1,256000.0,2,25,1,183
1,256000.0,2,8,1,1628
1,256000.0,2,10,1,198
1,256000.0,2,23,0,85
1,226000.0,0,22,1,60
1,226000.0,0,15,0,151
1,226000.0,0,10,0,81
1,226000.0,0,4,0,1564
1,226000.0,0,18,0,1683
1,226000.0,0,18,1,1635
1,226000.0,0,10,1,1652
1,226000.0,0,22,1,1614
1,226000.0,0,22,1,100
1,226000.0,0,8,1,137
1,226000.0,0,16,1,1582
1,226300.0,0,6,0,1800
1,262000.0,1,25,1,112
1,226335.7,0,18,1,128
1,226797.99,0,25,1,112
1,257000.0,2,5,1,77
1,227000.0,0,25,1,141
1,227000.0,0,25,1,143
0,233000.0,1,25,0,161
0,233000.0,1,17,0,64
1,227383.24,0,10,0,151
1,227400.0,0,17,0,1618
1,228000.0,0,18,1,1554
1,228000.0,0,18,0,64
1,228000.0,0,25,1,88
1,228000.0,0,5,1,137
1,228000.0,0,17,0,1617
1,228000.0,0,9,1,1737
1,228437.07,0,18,0,143
1,258878.4,2,18,1,1823
1,228500.0,0,25,1,198
1,265000.0,1,18,1,64
1,229000.0,0,11,1,151
1,229000.0,0,12,1,88
1,229000.0,0,26,0,1304
1,229000.0,0,25,0,1619
1,229000.0,0,17,0,259
1,229000.0,0,4,0,1536
1,229000.0,0,25,0,148
1,229000.0,0,18,1,1736
0,235000.0,1,10,0,193
1,260000.0,2,22,0,135
1,266000.0,1,25,1,65
1,266000.0,1,25,0,148
1,230000.0,0,18,0,74
1,230000.0,0,18,0,74
1,230000.0,0,25,0,92
1,230000.0,0,17,0,1618
0,236000.0,1,25,0,66
1,261000.0,2,6,1,1374
1,261000.0,2,18,0,107
1,261000.0,2,22,1,107
1,261000.0,2,25,1,1745
1,261000.0,2,18,0,338
0,221000.0,2,18,0,1520
1,231000.0,0,15,0,165
1,231000.0,0,18,0,156
1,231000.0,0,12,1,1296
1,231000.0,0,5,1,63
1,231000.0,0,5,0,1563
1,231000.0,0,22,1,120
1,231000.0,0,4,1,189
1,231000.0,0,8,1,112
1,231000.0,0,6,1,1620
1,231000.0,0,25,1,583
1,231000.0,0,25,0,190
1,231000.0,0,17,0,108
1,231000.0,0,18,9,424
1,231000.0,0,18,1,1626
1,231000.0,0,22,1,183
1,231000.0,0,18,0,1649
1,231000.0,0,17,1,424
1,231000.0,0,18,1,133
0,204000.0,0,18,0,79
1,268000.0,1,25,1,1752
1,231500.0,0,9,1,1640
1,231800.0,0,9,1,1554
1,232000.0,0,5,0,80
1,232000.0,0,25,1,1774
1,232000.0,0,25,1,119
1,263000.0,2,25,1,343
1,232402.15,0,18,1,1718
1,232500.0,0,18,0,79
1,232500.0,0,6,1,175
0,223000.0,2,18,0,134
0,205129.0,0,25,1,88
1,232795.63,0,18,0,1646
1,264000.0,2,22,1,451
1,264000.0,2,8,0,298
1,233000.0,0,17,1,268
1,233000.0,0,18,0,93
1,233000.0,0,5,1,121
0,206000.0,0,25,1,185
0,206000.0,0,11,1,304
0,206000.0,0,22,1,115
1,234000.0,0,18,1,1555
1,234000.0,0,18,1,290
1,234000.0,0,18,0,651
1,234000.0,0,14,1,88
1,234000.0,0,6,0,1296
1,234000.0,0,18,0,63
1,271000.0,1,25,0,64
1,234074.16,0,18,1,1526
1,234500.0,0,25,0,73
1,234500.0,0,9,1,1554
1,266000.0,2,18,1,156
0,207000.0,0,22,0,183
1,272000.0,1,25,1,102
1,235000.0,0,10,1,66
1,235000.0,0,17,0,1617
1,235000.0,0,5,1,1565
1,235000.0,0,5,6,60
1,235000.0,0,18,0,80
0,241000.0,1,25,0,108
0,241000.0,1,25,0,64
1,267000.0,2,10,1,1296
1,235700.0,0,25,1,1613
1,273000.0,1,10,1,94
0,226000.0,2,17,1,318
0,226000.0,2,25,0,130
1,267379.26,2,18,0,128
0,208000.0,0,18,0,168
1,236000.0,0,22,0,169
1,236000.0,0,23,0,108
1,236000.0,0,10,0,595
1,236000.0,0,25,1,78
1,236000.0,0,10,0,1675
1,236000.0,0,25,1,1563
1,236000.0,0,25,0,64
1,236000.0,0,17,0,242
1,236000.0,0,22,1,70
1,236000.0,0,5,1,98
1,236000.0,0,25,1,1578
1,236144.18,0,1,1,1296
1,267728.0,2,10,1,1711
1,268000.0,2,25,1,184
1,236500.0,0,22,1,121
1,236751.11,0,18,1,1520
1,236879.05,0,18,1,1432
1,237000.0,0,18,0,1374
1,237000.0,0,18,0,1523
1,237025.8,0,18,0,142
0,209000.0,0,10,1,427
1,274686.66,1,25,0,330
1,269000.0,2,25,0,291
1,269357.51,2,18,0,81
1,238000.0,0,8,1,1514
1,238000.0,0,22,0,416
1,238000.0,0,10,0,141
1,238000.0,0,17,0,1617
0,244000.0,1,25,0,66
1,239000.0,0,26,0,1304
1,239000.0,0,25,1,112
1,239000.0,0,18,0,177
1,239000.0,0,18,1,156
1,239000.0,0,18,0,148
1,239000.0,0,18,1,133
0,245000.0,1,25,1,235
1,271000.0,2,25,1,100
1,271000.0,2,25,0,162
1,271000.0,2,10,1,1374
1,239108.93,0,18,1,93
1,239288.84,0,8,0,142
0,211000.0,0,18,11,1688
0,211000.0,0,10,0,130
0,211000.0,0,15,0,157
0,211000.0,0,18,0,113
0,211000.0,0,22,1,287
0,211000.0,0,18,11,112
1,240000.0,0,18,1,164
1,240000.0,0,17,0,310
1,240000.0,0,5,1,339
1,240000.0,0,8,1,1383
1,240000.0,0,25,1,1589
0,246000.0,1,25,1,70
0,246000.0,1,10,0,144
0,246000.0,1,25,1,165
0,246000.0,1,17,0,161
1,240168.63,0,18,1,140
0,212000.0,0,25,11,105
1,273000.0,2,10,1,1407
1,273000.0,2,25,0,1375
1,273000.0,2,18,1,137
1,273061.95,2,18,1,168
1,241000.0,0,18,1,1589
1,241000.0,0,25,1,143
1,241000.0,0,12,1,1296
1,241000.0,0,18,1,94
1,241000.0,0,18,1,115
1,241000.0,0,18,1,1736
1,241000.0,0,10,1,102
1,241000.0,0,17,0,1617
1,241000.0,0,18,1,109
1,241000.0,0,4,0,282
1,241000.0,0,18,0,99
1,241000.0,0,18,1,112
1,241000.0,0,10,1,114
1,241000.0,0,25,0,154
1,241000.0,0,17,0,107
1,241000.0,0,18,0,1723
1,241000.0,0,25,0,77
1,241000.0,0,6,1,63
1,241000.0,0,22,0,137
1,241000.0,0,18,1,182
1,241000.0,0,4,1,304
1,241000.0,0,15,0,107
1,241000.0,0,18,0,156
1,241000.0,0,18,6,130
1,241000.0,0,18,1,143
1,241000.0,0,10,0,1660
1,241000.0,0,18,0,64
1,241000.0,0,22,1,156
1,241000.0,0,22,1,127
0,247000.0,1,25,1,108
1,241104.59,0,26,0,1304
0,247281.56,1,18,0,81
1,241571.81,0,18,0,140
1,279850.0,1,25,1,148
1,274000.0,2,23,1,1746
0,248000.0,1,25,0,148
1,242000.0,0,5,1,123
1,242000.0,0,22,11,1522
1,242000.0,0,25,0,1746
1,275000.0,2,25,1,107
1,275000.0,2,18,1,529
1,242940.0,0,5,0,137
1,243000.0,0,10,1,144
1,243000.0,0,25,0,80
1,243000.0,0,23,0,409
1,243000.0,0,9,1,1591
1,243000.0,0,18,0,84
1,276000.0,2,22,1,196
1,282000.0,1,25,0,197
1,244000.0,0,23,0,142
1,244000.0,0,6,0,193
1,244000.0,0,18,0,1554
1,244102.4,0,25,1,142
0,234000.0,2,25,0,121
1,277000.0,2,25,1,1822
1,244476.2,0,18,0,1383
0,251000.0,1,25,0,66
1,245000.0,0,18,1,121
1,245000.0,0,26,1,1746
1,245000.0,0,4,2,1626
1,245000.0,0,25,0,176
0,216000.0,0,26,0,1304
0,216000.0,0,25,1,64
1,278000.0,2,22,1,1432
1,245267.85,0,18,1,165
1,246000.0,0,25,1,494
1,246000.0,0,10,1,133
1,246000.0,0,18,0,88
1,246000.0,0,18,1,491
1,246000.0,0,25,1,169
1,246000.0,0,6,0,63
1,246000.0,0,8,1,1564
1,246000.0,0,18,1,60
1,246000.0,0,18,0,63
1,246000.0,0,22,1,417
1,279000.0,2,25,1,221
1,246113.57,0,25,0,154
0,217000.0,0,10,11,1660
0,236000.0,2,25,0,80
1,286000.0,1,25,0,116
1,247000.0,0,23,1,126
1,247000.0,0,22,1,169
1,247000.0,0,25,1,1583
1,247000.0,0,18,1,1544
0,218000.0,0,10,0,183
1,247600.0,0,25,1,1586
1,281000.0,2,18,1,1649
1,281000.0,2,25,1,112
1,248000.0,0,25,0,1766
1,248000.0,0,10,1,107
1,248000.0,0,15,0,66
1,248000.0,0,18,1,100
1,248240.15,0,18,0,1740
0,219000.0,0,18,0,140
1,288000.0,1,8,1,1648
1,281958.19,2,23,1,60
1,282000.0,2,6,1,127
1,249000.0,0,18,0,127
1,249000.0,0,4,1,1655
1,249000.0,0,18,0,60
1,249000.0,0,18,1,592
1,249000.0,0,25,0,165
1,249000.0,0,18,0,427
1,249000.0,0,18,1,277
1,249000.0,0,18,1,129
1,249400.0,0,25,0,64
0,239000.0,2,25,0,107
1,282873.71,2,6,1,1789
1,283000.0,2,18,0,1374
0,220000.0,0,18,1,109
0,220000.0,0,10,11,658
1,250000.0,0,10,0,79
1,250136.67,0,17,0,784
0,257000.0,1,25,0,130
1,250779.34,0,15,0,114
0,221000.0,0,8,11,640
0,221000.0,0,26,0,1304
0,221000.0,0,25,0,169
0,221000.0,0,25,1,151
1,251000.0,0,10,1,1562
1,251000.0,0,5,1,147
1,251000.0,0,25,0,1465
1,251000.0,0,18,0,140
1,251000.0,0,18,1,67
1,251000.0,0,17,1,233
1,251000.0,0,5,1,175
1,251000.0,0,18,0,151
1,251000.0,0,25,0,128
1,251000.0,0,25,0,144
1,251000.0,0,18,1,329
1,251000.0,0,17,9,1599
1,251000.0,0,15,1,337
1,251000.0,0,17,0,1618
1,251000.0,0,25,11,64
1,251000.0,0,18,0,80
1,251000.0,0,26,0,1304
1,251000.0,0,18,1,134
1,251092.0,0,25,0,507
1,285000.0,2,8,1,164
1,251566.2,0,22,1,151
0,222000.0,0,18,0,115
1,252000.0,0,25,1,65
1,252000.0,0,18,0,296
1,252000.0,0,9,1,1540
1,252110.64,0,4,0,1561
1,286000.0,2,8,0,129
1,286000.0,2,25,0,107
0,258800.0,1,25,0,211
1,253000.0,0,5,1,148
1,253000.0,0,25,1,470
1,253000.0,0,6,1,1495
1,253000.0,0,25,1,116
1,253000.0,0,23,0,464
1,253000.0,0,17,1,1521
1,287000.0,2,18,1,710
1,253700.0,0,22,0,92
1,253891.42,0,18,0,161
1,253921.65,0,15,1,653
0,260300.0,1,25,0,176
1,254000.0,0,17,0,1618
1,254000.0,0,18,0,107
1,254000.0,0,25,0,281
1,254000.0,0,8,1,255
0,224000.0,0,10,11,107
1,254369.39,0,17,0,197
1,254500.0,0,18,0,302
1,254500.0,0,8,1,1296
0,261000.0,1,25,0,186
0,261000.0,1,25,0,66
1,289000.0,2,25,1,185
1,289000.0,2,14,1,1725
1,255000.0,0,25,0,183
1,255000.0,0,18,1,206
1,255000.0,0,25,1,156
1,255000.0,0,18,1,128
1,255000.0,0,25,1,127
1,289300.0,2,25,1,1374
1,255507.85,0,18,0,238
1,290000.0,2,25,1,60
1,256000.0,0,5,1,185
1,256000.0,0,18,0,183
1,256000.0,0,25,1,122
1,256000.0,0,18,0,150
1,256000.0,0,15,0,232
1,256000.0,0,18,0,66
1,256000.0,0,10,1,214
1,256000.0,0,25,1,1718
1,256000.0,0,18,0,92
1,256000.0,0,25,1,343
1,256000.0,0,18,0,114
1,256000.0,0,17,1,148
1,256126.21,0,16,1,1432
1,256206.2,0,18,0,310
1,290999.99,2,25,1,115
1,291000.0,2,7,0,151
1,291000.0,2,18,1,1613
1,291000.0,2,18,1,65
0,246000.0,2,25,0,133
1,257000.0,0,9,0,1754
1,257500.0,0,22,0,84
1,292500.0,2,22,0,123
1,257997.72,0,17,0,389
1,258000.0,0,8,1,1738
1,258000.0,0,4,1,1675
1,293000.0,2,25,1,1736
0,265000.0,1,22,1,182
0,228000.0,0,18,0,143
0,228000.0,0,19,1,1816
1,259000.0,0,18,1,133
1,259000.0,0,5,1,183
1,259000.0,0,10,1,147
1,259000.0,0,18,0,154
1,259000.0,0,10,1,135
1,259435.11,0,18,1,120
1,259500.0,0,18,1,64
1,259600.8,0,15,0,114
1,259708.92,0,18,1,1554
1,259900.0,0,23,0,112
1,259912.5,0,17,0,1621
0,229000.0,0,22,1,219
0,229000.0,0,5,1,162
0,229000.0,0,18,11,128
1,260000.0,0,18,1,156
1,260000.0,0,18,0,113
1,260000.0,0,18,0,79
1,260000.0,0,10,0,151
1,260000.0,0,9,1,1697
1,295000.0,2,18,0,141
1,295000.0,2,9,1,1296
1,295000.0,2,18,0,107
1,260965.98,0,18,1,1555
1,261000.0,0,22,0,64
1,261000.0,0,25,1,1579
1,261000.0,0,18,0,74
1,261000.0,0,25,0,1374
1,261000.0,0,25,0,162
1,261000.0,0,4,1,65
1,261000.0,0,25,1,1296
1,261000.0,0,25,1,129
1,261000.0,0,10,1,70
1,261000.0,0,18,1,197
1,261000.0,0,25,1,73
1,261000.0,0,5,6,259
1,261000.0,0,10,0,81
1,261000.0,0,18,0,60
1,261000.0,0,25,1,129
1,261000.0,0,17,0,305
1,261000.0,0,10,0,73
1,261000.0,0,18,0,427
1,261000.0,0,25,1,122
1,296000.0,2,18,0,1403
1,297000.0,2,18,1,175
1,297000.0,2,18,0,305
0,251000.0,2,25,0,1393
0,231000.0,0,10,1,1736
0,231000.0,0,26,0,1304
0,231000.0,0,23,0,121
1,262500.0,0,22,0,78
1,262700.0,0,6,1,1806
1,298000.0,2,25,0,1393
1,263000.0,0,18,0,64
1,263000.0,0,6,0,1673
1,263000.0,0,15,0,87
1,263000.0,0,15,1,231
1,263000.0,0,10,1,182
0,232000.0,0,11,0,107
1,263573.49,0,18,0,1619
1,263600.0,0,8,0,107
1,263694.0,0,18,1,142
1,264000.0,0,22,0,64
1,264000.0,0,23,1,114
1,264000.0,0,18,1,93
0,271000.0,1,25,0,121
1,264616.05,0,18,0,129
1,265000.0,0,13,0,121
1,265000.0,0,18,1,115
1,265000.0,0,5,0,1554
1,301000.0,2,18,1,1374
1,301000.0,2,4,2,1782
1,265800.84,0,18,1,80
1,265838.7,0,18,1,157
1,265860.54,0,18,0,176
0,254775.93,2,18,0,114
1,266000.0,0,18,1,88
1,266000.0,0,25,1,203
1,266000.0,0,18,1,1556
1,266000.0,0,22,0,64
1,266000.0,0,25,0,92
1,266000.0,0,17,9,1599
1,266000.0,0,17,0,1618
1,266000.0,0,17,0,1618
1,266000.0,0,13,11,1809
1,266000.0,0,18,1,1400
1,266358.11,0,8,1,171
1,266661.84,0,18,0,64
1,266700.0,0,8,0,1296
0,235032.12,0,25,0,178
1,266947.57,0,18,1,172
1,267000.0,0,18,0,143
1,267000.0,0,18,1,186
1,267000.0,0,15,0,158
1,267175.0,0,18,0,322
0,236000.0,0,18,11,165
0,236000.0,0,16,1,1331
0,236000.0,0,18,11,129
0,236000.0,0,22,0,80
1,268000.0,0,18,0,137
1,268000.0,0,18,0,108
1,268000.0,0,4,1,1374
1,268000.0,0,10,1,151
1,268000.0,0,18,1,169
1,268014.62,0,17,0,114
1,268222.54,0,18,1,122
1,268244.36,0,18,1,71
1,268575.68,0,18,0,112
0,275300.0,1,25,0,144
1,268782.92,0,25,0,129
1,305000.0,2,22,1,1684
1,269000.0,0,6,1,1684
1,269000.0,0,1,0,1584
1,306000.0,2,17,1,1374
1,269885.0,0,8,1,128
1,270000.0,0,2,0,941
1,270000.0,0,18,1,143
1,270000.0,0,18,1,77
1,270000.0,0,15,0,121
0,277000.0,1,25,1,182
1,306824.74,2,25,0,165
1,271000.0,0,18,1,1533
1,271000.0,0,18,0,246
1,271000.0,0,25,0,64
1,271000.0,0,22,1,213
1,271000.0,0,17,1,609
1,271000.0,0,18,0,107
1,271000.0,0,25,0,1711
1,271000.0,0,22,1,128
1,271000.0,0,8,0,63
1,271000.0,0,22,1,65
1,271000.0,0,22,1,128
1,271000.0,0,18,0,72
1,271000.0,0,25,0,121
1,271000.0,0,17,1,336
1,271000.0,0,6,1,1688
1,271000.0,0,18,11,1766
0,239000.0,0,13,0,158
1,272000.0,0,18,0,130
1,272000.0,0,5,0,135
1,272039.5,0,18,1,141
1,308994.0,2,18,0,114
1,272441.98,0,18,1,102
0,261000.0,2,25,1,212
1,272462.82,0,18,1,263
1,272770.29,0,18,1,1634
1,272771.84,0,18,1,1562
1,272817.0,0,15,0,161
1,273000.0,0,18,1,1708
1,273000.0,0,18,1,64
1,273000.0,0,25,1,1822
1,273000.0,0,4,1,1558
1,273296.55,0,18,1,64
0,241000.0,0,18,1,137
0,241000.0,0,25,0,1373
0,241000.0,0,25,0,107
1,274000.0,0,22,1,169
1,274000.0,0,25,1,1676
1,274000.0,0,18,11,1528
1,274000.0,0,25,0,107
1,311000.0,2,25,0,1432
1,274300.0,0,10,0,690
1,275000.0,0,18,1,1554
1,275000.0,0,18,1,156
1,275000.0,0,10,0,1723
0,282000.0,1,25,1,65
1,275300.0,0,25,1,109
1,276000.0,0,25,0,182
1,276000.0,0,17,0,456
1,276000.0,0,10,1,1296
1,276000.0,0,25,0,169
1,276000.0,0,2,0,1479
1,276000.0,0,10,0,1619
1,276000.0,0,25,0,112
1,276000.0,0,17,0,165
0,243755.98,0,25,0,219
1,321000.0,1,25,0,1507
1,277000.0,0,5,0,1800
1,277000.0,0,5,1,98
1,277000.0,0,18,1,164
1,277025.3,0,18,1,128
0,244000.0,0,25,1,317
1,277678.3,0,18,1,71
1,315000.0,2,23,1,196
1,277716.78,0,15,0,108
1,278000.0,0,17,9,1599
1,278000.0,0,18,0,221
1,278000.0,0,9,1,1738
1,316500.0,2,25,1,1375
1,279000.0,0,18,0,128
1,279000.0,0,18,1,1620
1,280000.0,0,22,0,93
1,280000.0,0,5,1,484
1,280000.0,0,25,1,436
0,246974.21,0,18,11,1554
1,280672.61,0,18,0,78
1,281000.0,0,24,1,1578
1,281000.0,0,25,1,175
1,281000.0,0,22,0,108
1,281000.0,0,25,0,144
1,281000.0,0,13,1,106
1,281000.0,0,22,1,84
1,281000.0,0,22,1,135
1,281000.0,0,18,1,134
1,281000.0,0,15,0,64
1,281000.0,0,25,0,190
1,281000.0,0,18,1,1562
1,281000.0,0,18,0,1537
1,281000.0,0,9,1,1705
1,281155.0,0,25,1,95
0,247696.53,0,18,0,144
1,281528.0,0,18,1,158
0,248000.0,0,17,0,1618
0,248000.0,0,18,11,176
0,248100.0,0,22,0,63
1,282000.0,0,5,0,1632
1,282190.66,0,18,0,67
1,282500.0,0,10,1,1655
0,249000.0,0,10,11,1603
1,321000.0,2,10,1,1655
1,283000.0,0,25,0,121
1,283000.0,0,18,1,92
1,283000.0,0,25,0,281
1,283500.0,0,4,1,1634
1,283868.0,0,25,1,304
0,249986.43,0,8,1,127
1,284000.0,0,2,1,1799
1,284000.0,0,25,0,60
1,284000.0,0,5,1,263
1,285000.0,0,3,1,1726
1,285000.0,0,18,1,1554
0,251000.0,0,25,1,129
0,251000.0,0,18,1,141
0,251000.0,0,24,1,63
1,324000.0,2,25,1,71
1,285600.0,0,17,9,1599
1,285702.24,0,8,1,95
1,286000.0,0,4,1,1463
1,286000.0,0,6,0,100
1,286000.0,0,18,1,112
1,286000.0,0,18,0,135
1,286000.0,0,25,1,120
1,286000.0,0,25,1,1656
1,286000.0,0,18,1,108
1,286000.0,0,22,1,182
1,286000.0,0,18,0,213
1,286000.0,0,17,0,1618
1,286000.0,0,23,0,1554
1,286000.0,0,7,1,186
1,286000.0,0,18,1,1374
1,286000.0,0,17,9,1599
1,286000.0,0,25,0,1374
1,286000.0,0,18,0,71
1,286000.0,0,5,1,1647
1,286000.0,0,10,0,1620
1,286000.0,0,17,1,584
0,252000.0,0,22,11,234
1,287000.0,0,18,1,112
